sample,bucket,app_id,title,genre,verdict,note
positive_weak,merge,8168881,Соединяйка,Three in a row,fp,pair connect
positive_strong,match3,52291860,Тайна Самоцветов - Три в ряд,Three in a row,tp,
positive_strong,match3,52444661,Таинственный Лес - три в ряд,Three in a row,tp,
positive_strong,match3,8054181,Candy Monster - три в ряд,Three in a row,tp,
positive_strong,match3,7580568,Огород мечты: три в ряд,Three in a row,tp,
positive_strong,match3,53184846,Натуральный сок  три в ряд,Three in a row,tp,
positive_strong,match3,54509847,Карточный Матч,Puzzle,fp,card pairs/memory
positive_weak,match3,8146064,Взрывай пузыри,Three in a row,fp,bubble shooter in Three in a row genre
positive_weak,match3,51729446,Повернул Bинт,Three in a row,fp,screw puzzle in Three in a row genre
positive_weak,match3,8215960,Семейный Городок,Three in a row,tp,story match-3
positive_strong,puzzle_combat_roguelite,8122822,Мэри Ран,Hyper-casual,fp,platformer; puzzle signal came from broad hidden-object title rule
positive_strong,puzzle_combat_roguelite,5170657,Star Wars Heroes,Three in a row,tp,match-3 RPG fighting
positive_strong,puzzle_combat_roguelite,51567810,Копатели,Adventure,fp,"co-op roguelike, puzzle signal spurious"
positive_strong,puzzle_combat_roguelite,54626694,Игра в числа: чиселки,Puzzle,fp,"PvP mode of a number puzzle, no combat"
positive_strong,puzzle_combat_roguelite,51729254,Hell Sweep,Hyper-casual,tp,roguelike with merge
positive_strong,puzzle_combat_roguelite,8133714,Небеса,Three in a row,tp,match-3 with battles
positive_weak,puzzle_combat_roguelite,51505551,Нубик Киллер,Puzzle,unclear,physics shooting puzzle vs zombies
positive_weak,puzzle_combat_roguelite,6830710,🍒Сахарные Герои: три-в-ряд,Three in a row,fp,"""Герои"" as characters"
positive_weak,puzzle_combat_roguelite,52675454,Стратегия войны,Strategy,fp,"war strategy, no puzzle"
positive_strong,magic_fantasy_puzzle,54298965,Математическое зелье,Puzzle,tp,potion theme
positive_strong,magic_fantasy_puzzle,54208303,Save the Mermaid,Puzzle,tp,mermaid
positive_strong,magic_fantasy_puzzle,52813474,Магическая сортировка,Three in a row,tp,
positive_strong,magic_fantasy_puzzle,54556519,Вайфу пазл,Hyper-casual,unclear,witch mention in anime tile puzzle
positive_strong,magic_fantasy_puzzle,54703143,Релакс игра - Аптека алхимика,Puzzle,tp,
positive_strong,magic_fantasy_puzzle,53526998,Остров питомцев,Puzzle,tp,
positive_weak,magic_fantasy_puzzle,51807679,Затерянный город - Три в ряд,Three in a row,fp,"""мистическ"" in lost-city match-3; treasure, not magic"
positive_weak,magic_fantasy_puzzle,54636684,Три в ряд - Сказочный лес,Three in a row,tp,fairy forest
positive_weak,magic_fantasy_puzzle,54757390,Гномье королевство,Puzzle,tp,gnomes
positive_strong,romance_love_puzzle,7139584,🌈Секреты Шармляндии,Three in a row,fp,"""любов"" as friendship/generic"
positive_strong,romance_love_puzzle,53016679,Маджонг Солитер,Tabletop game,fp,romantic travel locations
positive_strong,romance_love_puzzle,54730918,YORU: Пазлы Нео-Токио,Puzzle,unclear,story may include romance
positive_strong,romance_love_puzzle,7749645,Влюблённые шарики,Puzzle,tp,
positive_strong,romance_love_puzzle,51863322,Доп2 для Взрослых-Дорисуй,Hyper-casual,tp,
positive_strong,romance_love_puzzle,52697346,Три в Ряд - Для взрослых,Three in a row,tp,story with bride
positive_weak,romance_love_puzzle,51730791,ДОП: Добавь деталь в Лавстори,Puzzle,tp,love story DOP
positive_weak,romance_love_puzzle,8011344,Спаси Героя и Принцессу 👸,Puzzle,tp,lovers rescue
positive_weak,romance_love_puzzle,51913388,Пара Букв,Word game,fp,"""пара"" = pairs"
positive_strong,treasure_adventure_puzzle,54707984,Пиратские Сокровища,Puzzle,tp,
positive_strong,treasure_adventure_puzzle,53584246,Тайна Фонаря,Three in a row,fp,"""сундук"" as reward; dark-city theme"
positive_strong,treasure_adventure_puzzle,52897974,Лапки прочь - я ищу,Hyper-casual,unclear,hidden objects with treasure words
positive_strong,treasure_adventure_puzzle,4249938,Тайны Прошлого: Наследие!,Three in a row,tp,archaeology
positive_strong,treasure_adventure_puzzle,53938398,Поиск Предметов: Дело Эмили,Puzzle,fp,detective
positive_strong,treasure_adventure_puzzle,8205529,Клад: Найди слова,Word game,tp,treasure framing
positive_weak,treasure_adventure_puzzle,54145457,Поиск предметов: СССР,Puzzle,fp,USSR hidden objects
positive_weak,treasure_adventure_puzzle,52207936,Поиск Предметов: Коллекция,Puzzle,fp,hidden objects
positive_weak,treasure_adventure_puzzle,51778258,Новогоднее Приключение,Puzzle,fp,New Year trip
